refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-01183,,1910,229 Navarre Street,American Foursquare,"Hammond & Whitcomb, Builders",River Bend,,"Real estate moguls Hammond and Whitcomb built the house in 1910 and sold it to Warner Wise in 1912. He rented it out until 1919 when it was sold to Henry W. Smith, secretary-treasurer of Northern Indiana Transit Co. Mr. Smith lived here until 1939 at which time he rented it out. He eventually sold the house in 1951.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/RiverBend/ND-SB-01183-02.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/RiverBend/ND-SB-01183-01.jpg,Image credit: University of Notre Dame Architecture Library,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4489.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4490.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Contributing,41.683376,-86.247536,44,nd-sb-01183
ND-SB-01185,Rosencrans House,1906,902 Riverside Drive,Colonial,,Riverside Drive,,"Constructed for Eda Rosencrans in 1906. Eda was a stenographer and bookkeeper for the law firm of Anderson, Park, and Crabill. She lived in the house until 1920, when she sold the property to Dr. Thomas Swantz, a physician and coroner. Dr. Swantz lived here until his death in 1934.",,,,,,,,,Notable,41.687411,-86.255718,62,nd-sb-01185
ND-SB-01186,Cutter House,1906,916 Riverside Drive,Tudor Revival,,Riverside Drive,,"George Cutter, an electrical specialist who owned an outdoor lamp manufacturing business in South Bend, built this house in 1906. World reknown for his outdoor lighting manufacturing, he also was involved in making improvements to the telephone. George Cutter resided in this house until 1912, when it was bought by Dr. Charles R. Vickery, and his wife, Myrtle. They lived here until 1936.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative686.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative687.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.687557,-86.255976,61,nd-sb-01186
ND-SB-01187,Mitchell House,1903,928 Riverside Drive,American Foursquare,,Riverside Drive,,"Dr. Harry F. Mitchell and his wife, Lillie, built this house in 1903. Doctor Mitchell lived in the home until his passing in 1949. The property was sold in 1952 by his sons, Weir and Grant, to Gilbert B. Young. Mr. Young was a salesman for Samuel Spiro and Company. The house was sold again after a few months to Ike Paskiet, a serviceman, who rented it to his daughter, Dolores, and her husband, Robert Biber.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative680.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative681.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.687554,-86.256278,60,nd-sb-01187
ND-SB-01188,Sharples House,1908,930 Riverside Drive,Queen Anne,,Riverside Drive,,"This house was built in 1908 as a rental property for Jennie L. Sharples. It was rented to various people through 1944, and then sold to Francis E. Fergus, an attorney.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative698.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative699.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.687617,-86.256385,59,nd-sb-01188
ND-SB-01189,Sharples House,1905,934 Riverside Drive,American Foursquare,,Riverside Drive,,"This house started out as a rental, being built in 1905 for Jennie Sharples. When she died in 1947, the house was sold to Lloyd C. Beatty, a general supervisor at Studebaker. He resided here until 1951.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative720.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative721.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.687674,-86.25651,58,nd-sb-01189
ND-SB-01190,Slusser House,1900,938 Riverside Drive,American Foursquare,,Riverside Drive,,"Constructed for rental purposes, this house was built in 1900 by Andrew DuShane, a local pioneer and real estate developer. Upon his death, the property was left to his granddaughter, Anne DuShane Nuner. She was related to founding fathers and pioneers of the South Bend school system. She also used the house as a rental until selling it in 1927 to George Davies, president of Davies Laundry and Cleaning Company, and the Superior Laundry Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative683.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative684.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.687722,-86.256641,57,nd-sb-01190
ND-SB-01191,Drummond House,1903,944 Riverside Drive,Dutch Colonial,,Riverside Drive,,"This W. W. Schneider designed home was constructed for Charles P. Drummond in 1903. An attorney, Mr. Drummond owned the property until 1923, when it was purchased by William Riley Hinkle, owner of Hinkle Motor Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative695.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative696.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.687859,-86.256817,56,nd-sb-01191
ND-SB-01192,,1907,846 Park Avenue,Queen Anne,,Chapin Park,,"Ira Gray, a South Bend real estate developer, built this house in 1907 as an investment. He sold the house within a year to John Borg, pastor of the Swedish Evangelical Lutheran Church, and Clara Borg. In 1919, Rollo Page, an Aetna Life Insurance agent, and Mabelle Page purchased the house and lived here with their three daughters, Mary Louise, Kathryn and Virginia.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative505.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative506.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative507.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0142.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.686957,-86.256078,25,nd-sb-01192
ND-SB-01193,,1908,844 Park Avenue,Queen Anne,,Chapin Park,,"Rebecca Martin purchased this lot in 1906 and had the house constructed by 1908 as an investment. The first residents were Blanchette and Albert Frederick, who purchased the property in 1908 and lived in the house until 1945. They raised their two children, Lee and Dorothy. Albert worked for Oliver Chilled Plow as a purchasing agent.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative509.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative510.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0137.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0138.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.68686,-86.25609,26,nd-sb-01193
ND-SB-01194,,1908,840 Park Avenue,Queen Anne,,Chapin Park,,"Estelle and Ira Gray purchased this lot from Anderson, DuShane and Putnam in 1907 and had the house built by 1908. Ira Gray sold the Queen Anne house to Frank and Josephine Sherrit. Frank worked for a varnish company as a salesman. They lived here with their son, Franklin, and live-in servant, Bernice Sencoe.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative489.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative490.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Notable,41.686733,-86.256059,27,nd-sb-01194
ND-SB-01195,Austin House,1909,909 Riverside Drive,Period Revival,,Riverside Drive,,"An architect with the firm Austin and Shambleau, Ennis R. Austin built this home in 1909. Austin and Shambleau designed many residential and commercial buildings in South Bend. Ennis Austin lived in the house until 1913, when it was purchased by Carl A. Ross, president of Burnoil Engine Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative689.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative690.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.687022,-86.255731,63,nd-sb-01195
ND-SB-01196,,1904,838 Park Avenue,Queen Anne,,Chapin Park,,"Alexander Dundee had this house built as an investment and income property in 1904. By 1906, Harvey and Grace Ginz were residing in the Queen Anne house and lived here with their son, John, until 1910. By 1916, Daisy and Edward Reilly had purchased the house.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative486.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative487.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0125.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0126.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.686603,-86.256091,28,nd-sb-01196
ND-SB-01197,,1899,834 Park Avenue,Side Gable,,Chapin Park,,"This small cottage was built prior to 1899, but ownership could not be determined. Dr. Henry Mitchell and his wife, Lily, rented this house from 1899 until 1904 after residing in a few other houses in Chapin Park. They were from Canada and raised one son, Woodburn. This Side Gable house continued as an investment property for several years.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative496.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative497.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0123.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0124.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.686488,-86.256051,29,nd-sb-01197
ND-SB-01198,"",1891,830 Park Avenue,Gabled-T,"",Chapin Park,"","Emily and Thomas Freeman purchased this lot and had the house built by 1891. Thomas was a bookbinder and later head of the bindery department at the South Bend Tribune. The Freemans lived in the house until 1906. In 1908, real estate developers, Happ and Taggart, purchased the property for investment purposes. William G. Hintz purchased the property for his home by 1925.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative499.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative500.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0122.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0119.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.686342,-86.256023,30,nd-sb-01198
ND-SB-01199,,1894,828 Park Avenue,Queen Anne,,Chapin Park,,"This house was built between 1890 and 1894. The first recorded residents of the house were: Edward, Enos and Frank Weed. The Weeds worked for the South Bend Porcelain Company. Dr. John Cassidy and Cecelia Cassidy purchased the house by 1898 and lived with their eight children. W.W. Schneider remodeled the house in 1916 for Happ and Taggart.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative465.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative466.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0116.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0117.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.686206,-86.256043,31,nd-sb-01199
ND-SB-01200,,1892,824 Park Avenue,Gabled-Ell,,Chapin Park,,"Built in 1892, Mrs. Elizabeth Wagner owned the house from 1894 until 1901. Her son, Earl Wagner, a pharmacist for G.D. Staples, acquired the house from his mother and lived here until 1903. Frank and Jennie Brown purchased the Wagner home in 1904 and lived here with their children and Frank's mother until 1910. Frank and Luella Koos lived here from 1912 until 1931. Frank worked for Oliver Plow.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative471.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative472.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0113.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0114.jpg,"Image credit: University of Notre Dame, Architecture Library",Non-contributing,41.686065,-86.256077,32,nd-sb-01200
ND-SB-01201,,unknown,820 Park Avenue,Craftsman,,Chapin Park,,"This house was most likely moved to this lot, but records are unable to confirm this. Fire insurance maps depict a house with a much different footprint ' that of a gabled-ell ' in 1899. Ella Miller, the widow of Dr. Martin Miller, owned the property from 1892 until 1903. Subsequent homeowners included: Dr. Alva Stonecipher, Albert and Laura Leisure, and John and Alice Yeagley.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative468.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative469.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0111.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0112.jpg,"Image credit: University of Notre Dame, Architecture Library",Non-contributing,41.685926,-86.256075,33,nd-sb-01201
ND-SB-01202,,1891,816 Park Avenue,Queen Anne,,Chapin Park,,"The Mann family purchased this lot and had the house built by 1891. In 1898, architect Walter and Emma Schneider were residents of this Queen Anne home, and by 1910, they had purchased it. Walter designed several homes in the neighborhood, including several on Lamont Terrace and Navarre Street, as well as many civic buildings in South Bend. The Schneiders lived here into the 1950s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0105.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0106.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0107.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0108.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685789,-86.256055,34,nd-sb-01202
ND-SB-01203,,before 1896,810 Park Avenue,Gabled-Ell,,Chapin Park,,"Before purchasing this Gabled-Ell between 1896 and 1898, George and Minnie Harrop lived at 526 Portage Avenue (now 626 Portage). George was a manager for several telephone companies: Central Union, Bell Telephone and Telephone Express, before becoming an independent contractor. The Harrops resided here until 1901, and would live in several houses in the district.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative445.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative446.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0101.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0102.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685659,-86.256051,35,nd-sb-01203
ND-SB-01205,,1888,804 Park Avenue,Cross Gable,,Chapin Park,,"F. Lewis and Sarah Stedman purchased property from Mary Anderson in 1888 and had this house built soon afterward. This was the Stedman's first house in the neighborhood. While residing here, Stedman owned the Camper and Stedman sporting goods store with his partner, James Camper. They moved to 730 Park upon selling their house to Dr. Clem, a dentist, and Louise Shidler in 1911. Clarence Lee purchased the home from the Shidlers by 1925.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative455.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative456.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0097.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0098.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685515,-86.255997,36,nd-sb-01205
ND-SB-01206,,1889,738 Park Avenue,Gabled-Ell,,Chapin Park,,"Albert Kelley purchased land from Mary Anderson in 1889 and had this house built shortly afterwards. Albert worked for Studebaker before starting the South Bend Remedy Co. Ulysses and Mary Manning purchased the home in 1894. Ulysses was also in the medical profession and later became an advertising specialist. Margaret, their daughter, worked for the Red Cross.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative442.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative443.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0093.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0094.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685367,-86.255843,37,nd-sb-01206
ND-SB-01207,,1891,734 Park Avenue,Gabled-Ell,,Chapin Park,,"John Brown, an employee for the County Auditor, and Anna Brown had this house built between 1890 and 1891 after purchasing the property from Mary Chapin Anderson. They raised three children, Mabel, John and Edgar. In 1905, George, a contractor, and Minnie Harrop purchased the property and lived in the home until 1911.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative452.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative453.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0089.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0090.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.685259,-86.255727,38,nd-sb-01207
ND-SB-01208,,1914,730 Park Avenue,Colonial Revival,,Chapin Park,,"Ernest W. Young designed this house for F. Lewis and Sarah Stedman between 1912 and 1914. F. L. Stedman was the treasurer of the Indiana Building and Loan Association, a partner in the sporting goods store, Camper and Stedman, and a gunsmith. In 1920, John and Virginia O'Brien purchased the Colonial Revival home and lived there until 1948. John was the vice-president of the South Bend Lathe Works.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative414.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative415.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0087.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0088.jpg,"Image credit: University of Notre Dame, Architecture Library",Outstanding,41.685185,-86.255454,39,nd-sb-01208
ND-SB-01209,,unknown,720 Park Avenue,Gable Front,,Chapin Park,,"Several theories abound regarding the construction of this Gabled Front house. It could have been constructed as early as 1875 for Marshall and Emma G. Chapin, brother and sister-in-law of Horatio Chapin, or it might have been built in 1878 for Emma and James DuShane. DuShane was a principal of South Bend High School and served as superintendent of the schools from 1879 to 1891. During this time, he began to study law with his father-in-law, Andrew Anderson, and joined Anderson's practice in 1893. By 1906, the DuShanes had moved to 710 Park and began to lease this house to other residents including J. Augustine Smith, a concrete manufacturer.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative426.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative427.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative428.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0083.jpg,"Image credit: University of Notre Dame, Architecture Library",Notable,41.68495,-86.255411,40,nd-sb-01209
ND-SB-01210,,1977,710 Park Avenue,Eclectic Italianate,,Chapin Park,,"Mary Chapin Anderson and Andrew Anderson had this house built between 1875 and 1877 after Mary inherited her portion of the family estate. By that time, Anderson had become a well known trial attorney, who had practiced with Thomas Stanfield, Willis Bugbee and his son-in-law, James DuShane. He was also an early enlistee in the Civil War, served as a State Senator in 1862 and founded the Saint Joseph County Law Library. Four generations of the Anderson-DuShane family have lived in this Italianante home. Mary Anderson's granddaughter, Mary DuShane, lived here until her death in 1962. At some point the house was turned to face Park and moved to its present location.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative430.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative431.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0077.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0078.jpg,"Image credit: University of Notre Dame, Architecture Library",Outstanding; Local Landmark,41.684815,-86.255159,41,nd-sb-01210
ND-SB-01211,"",before 1908,321 Lamonte Terrace,Prairie Style,Selby & Young,Chapin Park,"","Andrew Anderson and Emma DuShane commissioned Selby andYoung to design this large duplex that now stands in the original location of the Anderson House (710 Park Avenue). In the 1908 city directory, Mortimer Reed is listed as a resident. In 1927, Emma DuShane sold the house to Bernard and Winifred Clark. Harry and Mary Wheelock lived here from 1925 to 1968.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative221.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative222.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0074.jpg,"Image credit: University of Notre Dame, Architecture Library",http://documents.library.nd.edu/documents/arch-lib/South-Bend/Chapin/Chapin_DSC_0075.jpg,"Image credit: University of Notre Dame, Architecture Library",Contributing,41.684627,-86.254991,42,nd-sb-01211
ND-SB-01212,"",1909,319 Lamonte Terrace,Queen Anne,"",Chapin Park,"","By 1909, Emma DuShane had this house built as an investment property. The first tenants were Mentor and Sophia Wetzstein. Mr. Wetzstein was president of the Ideal Concrete Machine Company. By 1925, Bernard and Winifred Myers had purchased this Queen Anne. Winifred Myers resided here into the 1950s. The front porch was remodeled in 1957.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative237.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative238.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,"",,"",,Contributing,41.684676,-86.254803,147,nd-sb-01212
ND-SB-01213,"",1910,317 Lamonte Terrace,Shingle Style,"",Chapin Park,"","Built by 1910, James C. Parker is listed as the first resident in the 1910 city directory. John J. O'Brien, vice-president of South Bend Lathe Works, lived in this Shingle Style house from 1912 until 1914. The Schurtz family lived here in the 1920s and 1930s.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative195.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative196.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,"",,"",,Contributing,41.684712,-86.254668,148,nd-sb-01213
ND-SB-01214,"",1910,315 Lamonte Terrace,American Foursquare,"",Chapin Park,"","Built between 1908 and 1910, Mrs. Frances E. Sweetland is listed as the first resident in the 1910 city directory of this American Foursquare. By 1912, Fannie E. Babbitt is listed as the principal resident. She lived here into the 1920s with her sisters, Grace and Bertha. The front porch was removed circa 1949.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative198.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative199.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,"",,"",,Contributing,41.684756,-86.25453,149,nd-sb-01214
ND-SB-01215,"",1912,311 Lamonte Terrace,American Foursquare,"",Chapin Park,"","This unique Foursquare was built by 1912. The 1912 city directory lists Bernard R. Myers as the first principal resident. He lived here into the 1920s. In 1932, the American Foursquare house was converted into a duplex and was employed as an investment property for many years.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative200.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative201.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,"",,"",,Contributing,41.68479,-86.254408,150,nd-sb-01215
ND-SB-01216,"",1921,307 Lamonte Terrace,Colonial Revival,"",Chapin Park,"","This house had been newly built in 1921 when Herman and Evelyn Tohulka purchased it. Herman was involved in the real estate, loans and insurance fields. He also served as the city controller and as a county commissioner.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative209.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative210.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,"",,"",,Notable,41.68486,-86.254173,151,nd-sb-01216
